SNR_dB,Clip_V,EVM_dB,PAPR_dB,P_rx_dBm,Optimal_Bias_V
20.251330394702087,4.2839450285067375,26.14226671123846,11.1878182377663,-12.085190865890112,1.256688663349969
38.84850608389795,3.313401204548745,20.06046235642455,6.157739093284338,-11.244659815136831,1.3997025691108755
32.786738302395975,3.812275679590211,21.79772774786469,11.465982133464388,-34.88974665049224,1.4380839429125845
27.66929043924121,3.0901207449314696,27.918119567036264,7.834471165808404,-27.07312421559109,1.5040799313785604
14.308673416840346,3.575086443856096,31.907650741669848,9.049336210129606,-14.065549263369329,1.2254617352237824
14.93189533983118,2.851439843552797,16.80547002099439,6.7937731485133686,-21.588869866211617,1.3524199304865114
11.399612495960955,2.752897549463613,18.55191989927677,11.413529816260112,-14.81228166294618,1.3269924161401383
35.79012112420108,3.4455744654237845,33.26848490906032,10.499017340306429,-13.66691792905155,1.4050455532575483
27.57968343402284,3.2453241854599506,24.462794810236133,11.544933519648206,-23.93434450146693,1.3233440833106502
30.93195574643924,3.4488409228749526,14.474045428375025,10.099374306708974,-26.025426549380363,1.282916889568941
10.97635605373633,2.7166514532175574,26.592378472809568,7.1081626604539565,-23.61416834873686,1.448966458366864
39.9420459377122,2.917394579542488,34.76905388848449,7.849602017917496,-18.680119934393343,1.3403820870951408
35.13951017544459,2.209744901572273,30.58633911176,8.921091450620839,-25.821021177829543,1.360282843148089
15.390240218204946,2.1306909306805144,28.643528413785067,9.64354923216124,-15.625292782556183,1.178684318109056
14.982534139810545,2.633642824182541,15.201166356656731,11.558756624017642,-12.40018015787444,1.2444225040655454
16.406612352907914,2.185617148326364,31.90349461710018,8.303708794734835,-27.94221994603184,1.3083761057593444
19.94791081644634,2.259436771586852,23.14472108838866,10.218432131442874,-10.875258895644013,1.278791639492136
24.97398742816824,4.032321013484843,32.23225055179889,11.766053093464931,-19.431868831867234,1.2889705053275748
23.775184685398127,2.097184242541723,18.245695735621982,6.914244380492718,-13.045780719506476,1.161160083984964
19.665932252019097,3.6473569848368568,11.551276315885818,11.176257532677289,-32.40208911819737,1.3729182547151486
28.004730633192064,2.6813943720385014,21.89939921649365,8.524236422359191,-28.71252157359403,1.417170759359787
14.58682943836779,4.178864201770316,16.745940120446942,10.39453065557602,-26.974523014185195,1.263908345039092
18.884304287083808,3.2124807114437486,27.88073224440745,7.761230032422502,-27.429446220637168,1.2696551096480135
20.664954615912308,2.7639411483195646,33.92766382140081,8.003905309596009,-30.703471085036703,1.2939070357274425
22.98877108834812,3.2940973392235864,27.2743537787891,6.162799349208397,-13.294976311879193,1.437064775609851
33.2891192900013,2.954895047613172,32.173348242730086,11.828424919001758,-24.53469646776125,1.350778843612478
16.845806607627818,3.410752661674576,21.32560034003016,10.880715451384706,-10.921744688330296,1.2141320724081357
26.04952990355504,2.2863321708158706,29.29101842988254,6.563507747557323,-20.41319083024632,1.2862868501775164
27.433786127147084,4.492476257031377,31.076085916792582,11.997052773982649,-31.540134108878423,1.304778448140409
11.48886308562157,3.063889694241794,27.77189068958856,9.63014758321765,-21.352382254151077,1.4874837939444776
28.038268914462314,2.870576599268422,22.694432151739115,11.1223718277863,-10.161371306893944,1.4956445435599268
15.048199406604368,3.7755246207906623,25.6466527403842,6.3999645796672135,-20.870707822518128,1.42719778555497
12.47396916156939,2.909748516238331,27.512674891972008,8.336707070951542,-34.95326637176093,1.2494179917855368
38.55257851950172,4.083185762571894,16.32711008053567,10.01790673382166,-11.673002410239524,1.3039452625596075
38.33104991906036,3.135676810901063,30.23948152287462,6.638602312198209,-29.127639846795265,1.3289932858368203
33.789991699102906,3.798896033163588,33.75811347418183,8.933417031924003,-17.786773673276084,1.298856984636752
19.27400079895633,2.2686330411047164,21.6309828794984,8.656067247264849,-22.12299612611393,1.1837631927363086
13.315802540049916,4.115297963887779,27.526679577746933,7.296241346841478,-26.86415607897785,1.3226049597239211
30.543231650129865,3.8392949669452743,28.42564764475885,7.801619015110814,-27.934011908090284,1.4584437484654793
23.44499587687043,2.529291946154914,26.556188688037007,11.802710126969895,-11.781003437322385,1.31155584525672
14.239900948494324,2.3632150243644667,23.677877708215888,7.731890916059616,-12.20185260200407,1.3405601424733058
24.94609113575423,2.790730871814061,32.041198864370266,7.280556803810466,-22.17162899865552,1.350129392070568
11.98603853356115,4.440176465079761,21.223167731722363,9.21725502641,-28.53762011162152,1.2595015477259928
36.75074936596891,2.6420789364176467,11.527573912165089,10.025748204421788,-32.44144919570006,1.4271973463281409
18.60277594878061,3.140318022366583,31.113909392804008,10.350558666417388,-31.08559042852286,1.3628980061063491
29.37098812021417,2.075050564293341,26.849531807913767,10.525483106981495,-21.943706856484887,1.3236645113132006
19.414621435549734,2.993068823915581,31.231465662491164,6.220994949088519,-27.30425098552477,1.3667607391410224
25.513854176939542,3.4283000385827567,13.463686061117356,8.36256240227738,-33.948296443501086,1.4375208833860993
26.1470749185372,4.382811531269913,10.768823512742909,10.64374847869854,-23.620815367222495,1.3405339712150883
16.47110300296746,3.291840112350161,33.359363509562534,11.429112610800775,-16.34526768839216,1.463265313095368
38.63214195466874,4.04776831544422,13.693207646264357,9.6132007399967,-12.707622101000313,1.2640228812394023
33.60372290951956,3.367819106422252,30.241308301761297,6.313841121058114,-20.367898857922768,1.4156070045193705
38.7931053909513,2.1019625335887957,30.580248554515894,8.379874835130787,-16.91769690393885,1.3117554532675892
36.2388342040482,2.787520687974435,27.717630013725078,6.445362695210728,-25.89823822837669,1.3846222487336346
28.88330521714362,3.438873769577758,13.281555277321774,10.491227176107508,-22.59404551957651,1.2451621051435418
37.7495080021051,4.376484914827811,26.68496561402019,6.381032815689991,-16.759328587249268,1.2937971465816216
13.483756384783698,4.147825899378083,32.22716458317164,7.114386400411064,-16.80854431569264,1.2906162949923194
16.207247991902037,2.570889035447119,20.63829112002208,8.501750543788646,-24.3868433857624,1.246533668417052
11.655672368869688,2.5502745750479088,20.33792135946497,8.775890202689233,-21.40831646104193,1.2283541087960936
19.451082101378297,2.502932417784752,21.071457739485474,8.438890201890073,-11.903616511225763,1.4540402370040602
22.20149897753664,4.306247240756258,12.05679726690516,8.780379879636,-19.20005987641916,1.256248385878037
17.200043587616634,4.131665382754301,32.300639225749336,10.2794349121212,-18.93563435783526,1.2816406266436131
34.97376623879742,3.937208580632372,31.72957159951276,8.21561293773325,-15.384492690366,1.3136927980329547
19.766877927214548,2.981837785560569,34.94773304475716,9.286502754903715,-32.11942759210068,1.230577372177741
18.04177903617907,3.260951760746917,24.629578537460336,7.820215545172394,-21.92789270878181,1.321340332124784
25.473474055170435,3.160829361987882,28.779790911284643,8.121764970542895,-11.014206593225447,1.3703039622348072
15.050908805945095,2.6334952688984314,15.066797657682615,9.682793754252485,-25.958490195597527,1.429480747643441
34.322430155698896,3.262570115371917,26.68822045560424,8.94296790982212,-27.626846339447724,1.3594597991689836
12.573540544141451,2.076241369631886,26.243321218934767,10.338217769155689,-19.969800859881055,1.205989598431279
40.308864946597645,2.329525933743648,32.53021839604031,9.363231528310498,-29.47201438586741,1.3108157467845505
33.63340802942463,4.216473990422366,30.769818070976854,10.821444512303238,-21.101371086908777,1.3499495128527168
15.209861598319891,3.8791994175785582,33.461661565444075,8.660449277968299,-31.108699728558985,1.364947747724647
10.400740180227189,3.057171022647718,31.72083681754019,8.94620171920081,-20.50516348255236,1.428196269823124
35.42018431443097,3.292875905709693,31.7173473724713,10.019828093405636,-19.94052040887056,1.2916414238968124
30.63395209728194,2.9249972148999435,11.593083167217957,7.327463666472293,-24.53998802469343,1.329353783181316
